Row ID,Order ID,Order Date,Segment,City,State,Postal Code,Region,Product ID,Sales,Quantity
110,CA-2016-129476,42658,Home Office,Orland Park,Illinois,60462,Central,TEC-AC-10000844,339.96,5
111,CA-2018-146780,43459,Corporate,New York City,New York,10035,East,FUR-FU-10001934,41.96,2
112,CA-2017-128867,43042,Consumer,Urbandale,Iowa,50322,Central,OFF-AR-10000380,75.96,2
113,CA-2017-128867,43042,Consumer,Urbandale,Iowa,50322,Central,OFF-BI-10003981,27.24,6
114,CA-2015-115259,42241,Consumer,Columbus,Ohio,43229,East,OFF-FA-10000621,40.096,14
115,CA-2015-115259,42241,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002600,4.72,2
116,CA-2015-115259,42241,Consumer,Columbus,Ohio,43229,East,OFF-PA-10004965,23.976,3
117,CA-2015-115259,42241,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002504,130.464,6
118,CA-2016-110457,42431,Consumer,Seattle,Washington,98103,West,FUR-TA-10001768,787.53,3
119,US-2016-136476,42465,Corporate,Bristol,Tennessee,37620,South,OFF-BI-10003650,157.794,1
120,CA-2017-103730,42898,Consumer,Wilmington,Delaware,19805,East,FUR-FU-10002157,47.04,3
121,CA-2017-103730,42898,Consumer,Wilmington,Delaware,19805,East,OFF-BI-10003910,30.84,4
122,CA-2017-103730,42898,Consumer,Wilmington,Delaware,19805,East,OFF-ST-10000777,226.56,6
123,CA-2017-103730,42898,Consumer,Wilmington,Delaware,19805,East,OFF-EN-10002500,115.02,9
124,CA-2017-103730,42898,Consumer,Wilmington,Delaware,19805,East,TEC-PH-10003875,68.04,7
125,US-2015-152030,42364,Home Office,Houston,Texas,77041,Central,FUR-CH-10004063,600.558,3
126,US-2015-134614,42267,Consumer,Bloomington,Illinois,61701,Central,FUR-TA-10004534,617.7,6
127,US-2018-107272,43409,Consumer,Phoenix,Arizona,85023,West,OFF-BI-10003274,2.388,2
128,US-2018-107272,43409,Consumer,Phoenix,Arizona,85023,West,OFF-ST-10002974,243.992,7
129,US-2017-125969,43045,Home Office,Los Angeles,California,90004,West,FUR-CH-10001146,81.424,2
130,US-2017-125969,43045,Home Office,Los Angeles,California,90004,West,FUR-FU-10003773,238.56,3
131,US-2018-164147,43133,Corporate,Columbus,Ohio,43229,East,TEC-PH-10002293,59.97,5
132,US-2018-164147,43133,Corporate,Columbus,Ohio,43229,East,OFF-PA-10002377,78.304,2
133,US-2018-164147,43133,Corporate,Columbus,Ohio,43229,East,OFF-FA-10002780,21.456,9
134,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-PA-10001804,20.04,3
135,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-PA-10001736,35.44,1
136,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-AR-10001149,11.52,4
137,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-FA-10002988,4.02,2
138,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-BI-10004781,76.176,3
139,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,OFF-SU-10001218,65.88,6
140,CA-2017-145583,43021,Consumer,Roseville,California,95661,West,FUR-FU-10001706,43.12,14
141,CA-2017-110366,42983,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,82.8,2
142,CA-2018-106180,43361,Corporate,San Francisco,California,94122,West,OFF-AR-10000940,8.82,3
143,CA-2018-106180,43361,Corporate,San Francisco,California,94122,West,OFF-EN-10004030,10.86,3
144,CA-2018-106180,43361,Corporate,San Francisco,California,94122,West,OFF-PA-10004327,143.7,3
145,CA-2018-155376,43456,Consumer,Independence,Missouri,64055,Central,OFF-AP-10001058,839.43,3
146,CA-2016-110744,42620,Consumer,Pasadena,California,91104,West,OFF-ST-10003656,671.93,7
147,CA-2015-110072,42299,Home Office,Newark,Ohio,43055,East,FUR-FU-10000521,93.888,4
148,CA-2017-114489,43074,Corporate,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,384.45,11
