Row ID,Order ID,Order Date,Segment,City,State,Postal Code,Region,Product ID,Sales,Quantity
251,CA-2017-145625,42989,Consumer,San Diego,California,92037,West,OFF-PA-10004569,7.61,1
252,CA-2017-145625,42989,Consumer,San Diego,California,92037,West,TEC-AC-10003832,3347.37,13
253,CA-2017-146941,43079,Consumer,New York City,New York,10024,East,OFF-ST-10001228,80.58,6
254,CA-2017-146941,43079,Consumer,New York City,New York,10024,East,OFF-EN-10003296,361.92,4
255,US-2016-159982,42702,Corporate,Chicago,Illinois,60623,Central,FUR-FU-10002505,12.132,9
256,US-2016-159982,42702,Corporate,Chicago,Illinois,60623,Central,OFF-ST-10004804,82.368,2
257,US-2016-159982,42702,Corporate,Chicago,Illinois,60623,Central,OFF-ST-10001590,53.92,5
258,US-2016-159982,42702,Corporate,Chicago,Illinois,60623,Central,TEC-PH-10001580,647.904,6
259,CA-2018-163139,43435,Consumer,New York City,New York,10009,East,TEC-AC-10000290,20.37,3
260,CA-2018-163139,43435,Consumer,New York City,New York,10009,East,OFF-ST-10002790,221.55,3
261,CA-2018-163139,43435,Consumer,New York City,New York,10009,East,OFF-BI-10003460,17.52,5
262,US-2018-155299,43259,Corporate,Pasadena,Texas,77506,Central,OFF-AP-10002203,1.624,2
263,US-2015-106992,42266,Corporate,Houston,Texas,77036,Central,TEC-MA-10000822,3059.982,3
264,US-2015-106992,42266,Corporate,Houston,Texas,77036,Central,TEC-MA-10003353,2519.958,7
265,CA-2017-125318,42892,Consumer,Chicago,Illinois,60610,Central,TEC-PH-10001433,328.224,4
266,CA-2016-155040,42684,Consumer,Brentwood,California,94513,West,TEC-AC-10004469,79.9,2
267,CA-2018-136826,43267,Corporate,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,14.016,3
268,CA-2017-111010,42757,Consumer,Morristown,New Jersey,7960,East,OFF-FA-10003472,7.56,6
269,US-2018-145366,43443,Corporate,Cincinnati,Ohio,45231,East,OFF-ST-10004180,37.208,1
270,US-2018-145366,43443,Corporate,Cincinnati,Ohio,45231,East,OFF-EN-10004386,57.576,3
271,CA-2018-163979,43462,Corporate,San Francisco,California,94110,West,OFF-ST-10003208,725.84,4
272,CA-2016-155334,42581,Consumer,San Francisco,California,94109,West,TEC-AC-10003628,209.93,7
273,CA-2016-155334,42581,Consumer,San Francisco,California,94109,West,FUR-FU-10003274,5.28,3
274,CA-2016-155334,42581,Consumer,San Francisco,California,94109,West,OFF-BI-10002557,10.92,3
275,CA-2018-118136,43359,Corporate,Inglewood,California,90301,West,OFF-PA-10002615,8.82,2
276,CA-2018-118136,43359,Corporate,Inglewood,California,90301,West,OFF-AR-10001427,5.98,1
277,CA-2018-132976,43386,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,11.648,2
278,CA-2018-132976,43386,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,18.176,4
279,CA-2018-132976,43386,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,59.712,6
280,CA-2018-132976,43386,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,24.84,3
281,US-2016-161991,42639,Consumer,Houston,Texas,77070,Central,OFF-BI-10004967,2.08,5
282,US-2016-161991,42639,Consumer,Houston,Texas,77070,Central,TEC-PH-10001760,1114.4,7
283,CA-2016-130890,42676,Consumer,Los Angeles,California,90004,West,FUR-TA-10002903,1038.84,5
284,CA-2016-130883,42639,Consumer,Portland,Oregon,97206,West,OFF-PA-10000474,141.76,5
285,CA-2016-130883,42639,Consumer,Portland,Oregon,97206,West,TEC-AC-10001956,239.8,5
286,CA-2016-130883,42639,Consumer,Portland,Oregon,97206,West,OFF-PA-10004100,31.104,6
287,CA-2017-112697,43087,Corporate,Tamarac,Florida,33319,South,OFF-BI-10000778,254.058,7
288,CA-2017-112697,43087,Corporate,Tamarac,Florida,33319,South,OFF-AP-10002684,194.528,2
289,CA-2017-112697,43087,Corporate,Tamarac,Florida,33319,South,OFF-SU-10000646,961.48,5
290,CA-2017-110772,43059,Home Office,Columbus,Ohio,43229,East,OFF-FA-10002983,19.096,7
291,CA-2017-110772,43059,Home Office,Columbus,Ohio,43229,East,OFF-LA-10004689,18.496,8
292,CA-2017-110772,43059,Home Office,Columbus,Ohio,43229,East,TEC-AC-10002001,255.984,2
293,CA-2017-110772,43059,Home Office,Columbus,Ohio,43229,East,FUR-BO-10004709,86.97,3
294,CA-2015-111451,42364,Corporate,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,300.416,8
295,CA-2015-111451,42364,Corporate,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,230.352,3
296,CA-2015-111451,42364,Corporate,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,218.352,3
297,CA-2015-111451,42364,Corporate,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,78.6,5
298,CA-2015-111451,42364,Corporate,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,27.552,3
299,CA-2017-142545,43036,Corporate,Belleville,New Jersey,7109,East,OFF-PA-10002105,32.4,5
300,CA-2017-142545,43036,Corporate,Belleville,New Jersey,7109,East,OFF-ST-10002756,1082.48,8
301,CA-2017-142545,43036,Corporate,Belleville,New Jersey,7109,East,OFF-PA-10004243,56.91,3
302,CA-2017-142545,43036,Corporate,Belleville,New Jersey,7109,East,FUR-FU-10001861,77.6,4
303,CA-2017-142545,43036,Corporate,Belleville,New Jersey,7109,East,OFF-BI-10002706,14.28,1
304,US-2018-152380,43423,Consumer,Chicago,Illinois,60623,Central,FUR-TA-10002533,219.075,3
305,CA-2016-144253,42494,Corporate,New York City,New York,10024,East,FUR-FU-10002671,26.8,2
306,CA-2015-130960,42368,Corporate,Taylor,Michigan,48180,Central,OFF-AR-10003651,9.84,3
307,CA-2015-111003,42156,Home Office,Lakewood,New Jersey,8701,East,OFF-BI-10001072,45.48,3
308,CA-2015-111003,42156,Home Office,Lakewood,New Jersey,8701,East,OFF-AR-10002135,289.2,6
